event,detector,peak_amplitude,noise_rms,signal_rms,simple_snr,kurtosis,skewness,peak_frequency_hz,spectral_centroid_hz,spectral_bandwidth_hz,spectral_entropy_bits,inspiral_f_start_hz,inspiral_f_end_hz,freq_sweep_rate_hz_s,chirp_mass_msun,qt_peak_energy,qt_peak_time_s,qt_peak_frequency_hz,qt_energy_concentration
GW150914,H1,2.567815686774254,0.33888435867037775,0.4238983446075502,1.2508642956279459,0.4213081959564571,0.013920287326753586,48.0,178.89241007866624,96.44028826831136,4.102975027673112,216.35009638294133,77.03421461363365,-218.62354504534085,,88.25920104980469,0.42211318016052246,148.69323271205783,0.4486909508705139
GW150914,L1,2.3438639210105805,0.3446513314655455,0.3839550006700455,1.1140389304093814,0.1278563335282219,0.012475608553215617,336.0,199.63466730947562,93.61636371276504,4.093838725512411,350.0,302.9038217555905,-11.010899287756065,,21.68764305114746,0.3761110305786133,175.8448935110018,0.35888350009918213
